,class,Message
1443,spam,free st week entry textpod chance win gb ipod cash every wk txt pod tscs wwwtextpodnet custcare
1444,ham,ducking chinchillas
1445,ham,marriage function
1446,ham,looks like wil b getting headstart leaving bout ish r desperate company could head earlierwe goin meet rummer
1447,ham,dont give flying monkeys wot think certainly dont mind friend mine
1448,spam,registered optin subscriber draw gift voucher entered receipt correct ans bbc charts
1449,ham,say thanks
1450,ham,message rajini comes
1451,ham,ya taking ure practical lessons start june
1452,ham,good need drugs
1453,ham,stupidits possible
1454,ham,decide faster cos sis going home liao
1455,spam,summers finally fancy chat flirt sexy singles yr area get matched reply summer free join optout txt stop help
1456,ham,sleeping going take haha got spys wat online checking n replying mails lor
1457,spam,claire havin borin time alone want cum nite chat hope c love claire xx callsminmoremobsemspoboxpowa
1459,spam,bought one ringtone getting texts costing pound offering tones etc
1460,ham,yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae lyf nt yet ovr chikkuali vargu lyfu meow meowd
1461,ham,kind first one gets twelve aah speak tomo
1462,spam,urgent mobile xxxxxxxxx bonus caller prize nd attempt reach call soon possible
1463,ham,ok good later come find c lucky told go earlier later pple take finish
1464,ham,wat makes thk ill fall actually thk quite prone falls lucky dad home ask come n fetch already
1465,spam,guaranteed latests nokia phone gb ipod mp player prize txt wordcollect tcllc nyusa pmt msgrcvd
1467,ham,touch permission
1468,spam,hi lucy hubby meetins day fri b alone hotel fancy cumin pls leave message day lucy x callsminmobsmorelkpoboxhpfl
1469,ham,wonders world th th style th smile th personality rd nature nd sms st lovely friendship good morning dear
1470,ham,take small dose tablet fever
1471,ham,oh must taken real valentine shopping first
1472,ham,sent email address incomm right
1473,ham,going blakes night might able get little early
1474,ham,friendship game play word say start march ends may tomorrow yesterday today e
1475,ham,nice waitshould texting right going pay ticket ya know
1476,ham,watching lotr w sis dis aft wan meet dinner nite
1477,ham,keeping away like
1478,ham,think far find check google maps place dorm
1479,ham,trip ok quite tiring lor uni starts today ok cos taking modules jus concentrating final yr project
1480,ham,always saying welp
1481,ham,guy browsin compulsory
1483,ham,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu
1485,ham,add really care cannot least get dude fuck hey money want
1486,ham,hello lover goes new job happy think wake slave send teasing kiss across sea
1487,ham,told number gautham
1488,ham,tell need investigate anywhere
1489,ham,ok juz receive
1490,ham,cannot believe said many things morning really wanted say good morning love beautiful morning see library later
1491,spam,account credited free text messages activate txt word credit tcs wwwbiz
1492,ham,end might still vomit okay everything come
1493,ham,moneyas youmoney thinghow sha
1494,ham,everything weather keep extra warm cold nothing serious pls lots vitamin c
1495,ham,hey gals anyone going e driving centre tomorrow
1496,ham,always yahoo messenger send message ill get may send mobile mode sha ill get reply
1497,ham,putting ready lttimegt
1498,ham,time n smile r two crucial things life sometimes time makes us forget smile sometimes someone smile makes us forget time gud noon
1499,spam,sms ac jsco energy high may know channel day leadership skills r strong psychic reply ans wquestion end reply end jsco
1500,ham,hostbased idps linux systems
1501,spam,hot live fantasies call p per min ntt ltd po box croydon cr wb national rate call
1502,ham,dawhats plan
1503,ham,ill ltgt ok
1504,ham,oh god almost home
1505,ham,total video converter free download type google search
1506,spam,thanks vote sing along stars karaoke mobile free link reply sing
1508,ham,sounds like something someone testing would sayy
1509,ham,love someone make love much love much want loved anyone except gud nit
1510,ham,pete phone still jenny college leannewhat
1511,ham,oops sorry check mind picking tomo half eight station would ok
1512,ham,hey sweet wondering moment might come want send file someone go yahoo connection sucks remember set page go download format disc could tell know way download big files download stuff directly internet help would great prey teasing kiss
1513,ham,champ leaving glasgow
1514,ham,kall bestcongrats
1515,ham,wonder get text
1516,ham,need come home give good lovin
1517,spam,brand new mobile music service live free music player arrive shortly install phone browse content top artists
1518,ham,shall ask one thing mistake
1519,ham,check wid corect speling sarcasm
1520,spam,urgent mobile awarded bonus caller prize nd attempt contact call boxqu bt national rate
1521,ham,angry happen dear
1522,ham,thk dun haf hint e forum already lor cos told ron n darren going tell shuhui
1523,ham,yup ok thanx
1524,ham,hicts employee
1525,ham,pls pls find aunt nike
1526,ham,wow love sooo much know barely stand wonder day goes well love think miss
1527,ham,screaming means shouting
1528,ham,hey happen de alright
1529,ham,picked receipt something earlier
1530,ham,think chennai well settled
1531,ham,oh dang mean send lol
1532,ham,unfortunately found pick sister airport evening think ill going try go one th
1533,ham,horrible bf v hungry
1534,ham,remember day
1535,spam,nokia get win free auction take part send nokia hgsuitelands rowwjhl
1536,ham,feel mr real valentine yo valentine even though hardly play
1537,ham,sounds good fingers makes difficult type
1538,ham,midnight earliest
1539,ham,sure trying make xavier smoke want smoke told smoke much
1540,ham,k come nordstrom done
1541,ham,konw waht rael friendship gving yuo exmpel jsut ese tihs message evrey splleing tihs message wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dreams
1542,ham,press conference da
1543,spam,hello orange months free access games news sport plus free texts photo messages reply yes terms apply wwworangecoukow
1544,ham,completed degree use joining finance
1545,ham,good afternoon love job prospects missing lazy bleak hmmm happy filled love
1546,ham,shall disturb anymore jia
1547,ham,bishan lar nearer need buy early cos buy got park car
1548,ham,know oh
1549,ham,dude sucks snake got old raiden got buff
1550,ham,says hi get ass back south tampa preferably kegger
1551,ham,e message jus said thanks gift
1552,ham,
1553,ham,ok dear call chechi
1554,ham,yeah totes want
1555,ham,ok found dis pierre cardin one looks normal costs sale
1556,ham,good sleep rhythm person establish rhythm body learn use want know
1557,ham,wat r
1558,ham,message truro hospital ext phone phone side
1559,ham,single line big meaning miss anything best life
1560,ham,got gas money chance gang want go grand nature adventure
1561,ham,dnt worryuse ice pieces cloth packalso take tablets
1562,ham,dude saw parked car sunroof popped sucks
1563,ham,get ready put excellent sub face
1564,ham,tomorrow finishing doors
1565,ham,ltgt g saw days ago guy wants sell wifi ltgt g ltgt blanked
1566,ham,late
1567,ham,whatever pretty pissed
1569,ham,much image class
1570,ham,noi got rumour going buy apartment chennai
1571,ham,near kalainar tv officethenampet
1572,spam,cashbalance currently pounds maximize cashin send go pmsg cc hgsuitelands rowwjhl
1573,spam,sms auction brand new nokia auction today auction free join take part txt nokia hgsuitelands rowwjhl
1574,ham,sis catching e show e afternoon watching w c wan watch today tomorrow lor
1575,ham,sounds gd haha wah yan jiu fast liao
1576,ham,nosy guess know reacting freaked
1577,ham,remember hurt days satanic imposter meneed pay price itmay destiny keep going said pray get mind get
1578,ham,make girl happy difficult make girls happy need friend companion lover chef ltgt good listener ltgt organizer ltgt good boyfriend ltgt clean ltgt sympathetic ltgt athletic ltgt warm ltgt courageous ltgt determined ltgt true ltgt dependable ltgt intelligent ltgt psychologist ltgt pest exterminator ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniye pudunga venaam
1579,ham,princess bet brothas chasing
1580,ham,shall book chez jules half eight ok
1581,ham,hhahhaahahah rofl wtf nig leonardo room something
1582,ham,yep dereks house see sunday
1583,ham,cool let know kicks around ltgt ill day
1585,ham,wondering would okay call uncle john let know things nigeria r ltgt dollars years sent know strain plan pay back every dime gives every dime expect anything practical something like
1586,ham,charges transfer charges withdraw anyhow like
1587,ham,search love let love find called falling love bcoz force fall know smeone hold bslvyl
1588,ham,let us go bill millers
1589,ham,love set soul fire spark flame big rawring flame xoxo
1590,ham,somewhr someone surely made god decided perfect time make meet dat person till den enjoy crushes
1591,ham,honeymoon outfit
1592,ham,help propose going back tomorrow
1593,spam,private account statement shows unredeemed points call identifier code expires
1594,ham,never blame day life good days give happiness bad days give experience essential life gods blessings good morning
1595,ham,pls confirm time collect cheque
1596,spam,registered subscriber yr draw gift voucher b entered receipt correct ans next olympics txt ans
1597,spam,urgent mobile number awarded prize guaranteed call land line claim valid hrs ppm
1598,ham,daddy take good care
1599,ham,yeah probably still got check leo
1600,ham,kthen special
1601,ham,carlos taking sweet time usual let know patty donewant smoke ill tell haul ass
1602,ham,ok pa nothing problem
1603,ham,heard job going wildlife talk tonight wantcome thatworzels wizzle whatever
1604,ham,god picked flower dippeditinadew lovingly touched itwhichturnedinto gifted tomeandsaid friend
1605,ham,came hostel
1606,ham,ok prob ill come lunch
1607,ham,jus telling dat ill b leaving shanghai st instead well haf time meet see ya
1608,ham,freezing home yet remember kiss mom morning love think missing yet
1609,ham,ready big day tomorrow
1610,ham,ill probably around mu lot
1611,ham,
1612,spam,king pro video club need help inforingtonekingcouk call must club credits redeemable wwwringtonekingcouk enjoy
1613,ham,thnx dude guys nite
1614,ham,sef dey laugh meanwhile darling anjie
